recomb_multiplier	k_adapt	gamma_shape	replicate	seed
0.5	10000	0.1	704	17391269179870456
0.5	10000	0.2	704	636243017582235100
0.5	10000	0.4	704	1122653588254510600
1	1000	0.1	704	1568948887122567700
1	1000	0.2	704	2239920076164053e3
1	1000	0.4	704	391610288590063600
1	10000	0.1	704	638460237066349300
1	10000	0.2	704	406428375385665700
1	10000	0.4	704	1856509977669035300
2	1000	0.1	704	1708015203605961e3
2	1000	0.2	704	1734994661441303e3
2	1000	0.4	704	1587208952035511800
2	10000	0.1	704	255621480976613700
2	10000	0.2	704	968724619978333700
2	10000	0.4	704	1638187500065222400
4	1000	0.1	704	115228321540663120
4	1000	0.2	704	353069029416290750
4	1000	0.4	704	1823278630046547200
4	10000	0.1	704	2075896691398021400
4	10000	0.2	704	1318718555075068400
4	10000	0.4	704	1751933928623698e3
0.5	1000	0.1	705	5.1967088352195597e+17
0.5	1000	0.2	705	1048335049171539100
0.5	1000	0.4	705	153977330815752770
0.5	10000	0.1	705	470894293296968100
0.5	10000	0.2	705	1559666869007353600
0.5	10000	0.4	705	970438374245269e3
1	1000	0.1	705	1519688129667536600
1	1000	0.2	705	953593241522476300
1	1000	0.4	705	950924141914319900
1	10000	0.1	705	1762042595267880700
1	10000	0.2	705	1974780566993186800
1	10000	0.4	705	1268889674166248e3
2	1000	0.1	705	1737254558182153700
2	1000	0.2	705	1837944234817011700
2	1000	0.4	705	168420661462009600
2	10000	0.1	705	148150704389095700
2	10000	0.2	705	2296806955070973e3
2	10000	0.4	705	1935927202072838700
4	1000	0.1	705	1571207638132470800
4	1000	0.2	705	816993498402484600
4	1000	0.4	705	1294329984360493600
4	10000	0.1	705	99917815297974900
4	10000	0.2	705	243250618517745400
4	10000	0.4	705	1867031100250228500
0.5	1000	0.1	706	1792984234215380700
0.5	1000	0.2	706	1648598213840563e3
0.5	1000	0.4	706	1879373441783195100
0.5	10000	0.1	706	1718174230304695e3
0.5	10000	0.2	706	168624448556221470
0.5	10000	0.4	706	1941525655667970800
1	1000	0.1	706	496225074651265400
1	1000	0.2	706	264438442546962600
1	1000	0.4	706	890166778359460500
1	10000	0.1	706	86863180208506670
1	10000	0.2	706	301309052892849150
1	10000	0.4	706	402248186820402900
2	1000	0.1	706	1251709010284128800
2	1000	0.2	706	1990675097601086e3
2	1000	0.4	706	631066499527274200
2	10000	0.1	706	2264997379137836500
2	10000	0.2	706	1209641869019146800
2	10000	0.4	706	1569062955509955600
4	1000	0.1	706	612356005749484500
4	1000	0.2	706	955232278298759700
4	1000	0.4	706	1444732756973787e3
4	10000	0.1	706	2294927310886558200
4	10000	0.2	706	1395980384842701300
4	10000	0.4	706	1924949760089652500
0.5	1000	0.1	707	662251988534678100
0.5	1000	0.2	707	1593259758049148200
0.5	1000	0.4	707	304674558952434750
0.5	10000	0.1	707	1274814588661504500
0.5	10000	0.2	707	1175456527746499e3
0.5	10000	0.4	707	1439710453574909e3
1	1000	0.1	707	119580578583089820
1	1000	0.2	707	2137791845633650700
1	1000	0.4	707	393207978991822100
1	10000	0.1	707	1624658293908544300
1	10000	0.2	707	621378238590945400
1	10000	0.4	707	1200672542549620700
2	1000	0.1	707	5.6347065128013683e+17
2	1000	0.2	707	1339807779692197400
2	1000	0.4	707	874575917472076e3
2	10000	0.1	707	116258259688841070
2	10000	0.2	707	2066656011228308500
2	10000	0.4	707	1692284633880161500
4	1000	0.1	707	1102009515494074800
4	1000	0.2	707	2085993206012500700
4	1000	0.4	707	886754603825123500
4	10000	0.1	707	837944817894106400
4	10000	0.2	707	206367875491397920
4	10000	0.4	707	1593259562130829300
0.5	1000	0.1	708	2211350588380043300
0.5	1000	0.2	708	1586283804756456400
0.5	1000	0.4	708	1733597595510840300
0.5	10000	0.1	708	1129402106532362400
0.5	10000	0.2	708	1942744898140150800
0.5	10000	0.4	708	2044606676887236e3
1	1000	0.1	708	123839832740681e4
1	1000	0.2	708	298184276781897660
1	1000	0.4	708	1827259207135285200
1	10000	0.1	708	1763918979684519700
1	10000	0.2	708	946235452694167400
1	10000	0.4	708	824623710351643100
2	1000	0.1	708	79922925140978050
2	1000	0.2	708	347693989814960900
2	1000	0.4	708	1769913199927910700
2	10000	0.1	708	1912466583766602800
2	10000	0.2	708	1339583850499117600
2	10000	0.4	708	1918771293176883200
4	1000	0.1	708	137317980983807500
4	1000	0.2	708	649046129061050500
4	1000	0.4	708	2137091754262024200
4	10000	0.1	708	2016438773748079e3
4	10000	0.2	708	872132432516312700
4	10000	0.4	708	1931243852698307800
0.5	1000	0.1	709	1072964150745349e3
0.5	1000	0.2	709	2194181504061601300
0.5	1000	0.4	709	1083837312781531400
0.5	10000	0.1	709	1448605327803965700
0.5	10000	0.2	709	63661759917576856
0.5	10000	0.4	709	737845894692998700
1	1000	0.1	709	846779142857022800
1	1000	0.2	709	1392634106467237e3
1	1000	0.4	709	814214424488489500
1	10000	0.1	709	581343502833392800
1	10000	0.2	709	1021040369349539200
1	10000	0.4	709	2224676892128767500
2	1000	0.1	709	1199260241786675700
2	1000	0.2	709	2219626340111537e3
2	1000	0.4	709	1214606741985877200
2	10000	0.1	709	2111530962358612e3
2	10000	0.2	709	2014637413904707e3
2	10000	0.4	709	1133008443312681100
4	1000	0.1	709	1088995932924766100
4	1000	0.2	709	86514877490322850
4	1000	0.4	709	1743902993522125e3
4	10000	0.1	709	164799150146373470
4	10000	0.2	709	247060436404388960
4	10000	0.4	709	1779831455452559600
0.5	1000	0.1	710	921118148185614100
0.5	1000	0.2	710	1939123906604157200
0.5	1000	0.4	710	1957910848366484500
0.5	10000	0.1	710	1607461179572977200
0.5	10000	0.2	710	1932671511107516e3
0.5	10000	0.4	710	960563117799162100
1	1000	0.1	710	1729570516125152e3
1	1000	0.2	710	618651820002779e3
1	1000	0.4	710	889632916061580900
1	10000	0.1	710	2118973905706336e3
1	10000	0.2	710	2063028649305241e3
1	10000	0.4	710	1864515911082025500
2	1000	0.1	710	430443046138322100
2	1000	0.2	710	1744931609729177600
2	1000	0.4	710	15021583894696320
2	10000	0.1	710	76884643179972510
2	10000	0.2	710	14204440174897964
2	10000	0.4	710	16792354692479e5
4	1000	0.1	710	1774570758760912600
4	1000	0.2	710	189005405646443940
4	1000	0.4	710	1159456687015257600
4	10000	0.1	710	818536978122150900
4	10000	0.2	710	1310123233560679400
4	10000	0.4	710	387216359129817400
0.5	1000	0.1	711	2070127946441867500
0.5	1000	0.2	711	32383365401149376
0.5	1000	0.4	711	983165998091450600
0.5	10000	0.1	711	18458450379038e5
0.5	10000	0.2	711	405094949164761660
0.5	10000	0.4	711	2016953483701719300
1	1000	0.1	711	531757357809593660
1	1000	0.2	711	1678973737071002600
1	1000	0.4	711	1443232073442258e3
1	10000	0.1	711	770923388079150300
1	10000	0.2	711	1549867291105702e3
1	10000	0.4	711	924171706889372700
2	1000	0.1	711	1944416923662106e3
2	1000	0.2	711	7.7282221997514394e+17
2	1000	0.4	711	576317135935159700
2	10000	0.1	711	709096842531872800
2	10000	0.2	711	361171061036587140
2	10000	0.4	711	1288200993293508e3
4	1000	0.1	711	734715357640855800
4	1000	0.2	711	1365345795286008800
4	1000	0.4	711	620055122709033300
4	10000	0.1	711	1938822087789860900
4	10000	0.2	711	1308090944713960200
4	10000	0.4	711	559276904116220800
0.5	1000	0.1	712	542512771438708800
0.5	1000	0.2	712	1794430472743578e3
0.5	1000	0.4	712	642904802271722200
0.5	10000	0.1	712	2074664571209207800
0.5	10000	0.2	712	983406869861835100
0.5	10000	0.4	712	1209267571037503700
1	1000	0.1	712	771313476445544700
1	1000	0.2	712	1360320493506889200
1	1000	0.4	712	1696030082589595600
1	10000	0.1	712	56245322871569264
1	10000	0.2	712	2150790488448769e3
1	10000	0.4	712	1355275998100541e3
2	1000	0.1	712	447527115129010200
2	1000	0.2	712	947189685989064600
2	1000	0.4	712	1235229909239449300
2	10000	0.1	712	740329748679948900
2	10000	0.2	712	1519995577899054e3
2	10000	0.4	712	1369634858571131e3
4	1000	0.1	712	1346215104696641800
4	1000	0.2	712	147005966664605600
4	1000	0.4	712	1995946675972889900
4	10000	0.1	712	205060521502348450
4	10000	0.2	712	896082797100523500
4	10000	0.4	712	1749501939832916500
0.5	1000	0.1	713	2029153805331103200
0.5	1000	0.2	713	1984740965775883800
0.5	1000	0.4	713	661066430687510500
0.5	10000	0.1	713	237510719535692260
0.5	10000	0.2	713	1089903844306433200
0.5	10000	0.4	713	400159950695040060
1	1000	0.1	713	612353053530057600
1	1000	0.2	713	345215442003113860
1	1000	0.4	713	831322933533776600
1	10000	0.1	713	1880837207949012500
1	10000	0.2	713	2254814201754184200
1	10000	0.4	713	2129069189135352600
2	1000	0.1	713	142164379498617440
2	1000	0.2	713	1398644034615358700
2	1000	0.4	713	1093079114376698100
2	10000	0.1	713	179966468025609540
2	10000	0.2	713	1352620638211836e3
2	10000	0.4	713	1331145089317730800
4	1000	0.1	713	978278643987421800
4	1000	0.2	713	1918042097017537e3
4	1000	0.4	713	361166187207325250
4	10000	0.1	713	1114210069161277700
4	10000	0.2	713	1017874486192308400
4	10000	0.4	713	1020484236368011300
0.5	1000	0.1	714	2088112540722338300
0.5	1000	0.2	714	2297164663277196800
0.5	1000	0.4	714	553797356705082e3
0.5	10000	0.1	714	1653306471093746700
0.5	10000	0.2	714	1346059908645321e3
0.5	10000	0.4	714	819791944816544100
1	1000	0.1	714	128216339393999250
1	1000	0.2	714	59732605868729336
1	1000	0.4	714	87382891846764380
1	10000	0.1	714	23140412185071144
1	10000	0.2	714	1914236949196461e3
1	10000	0.4	714	1040914979451979500
2	1000	0.1	714	1520469533664552700
2	1000	0.2	714	240113742996577100
2	1000	0.4	714	2080653929065272300
2	10000	0.1	714	449078332027565700
2	10000	0.2	714	2073256779215166700
2	10000	0.4	714	152234172165728e4
4	1000	0.1	714	2071898384030916900
4	1000	0.2	714	1940017860296240400
4	1000	0.4	714	1967186096759062e3
4	10000	0.1	714	1037439446087137e3
4	10000	0.2	714	1331052947762664e3
4	10000	0.4	714	1405719976167394300
0.5	1000	0.1	715	560832882220579200
0.5	1000	0.2	715	955325806364036500
0.5	1000	0.4	715	515012122881596800
0.5	10000	0.1	715	2007965432144162300
0.5	10000	0.2	715	1741010501575132400
0.5	10000	0.4	715	417699423198360300
1	1000	0.1	715	1436752166892626400
1	1000	0.2	715	1684152177052520400
1	1000	0.4	715	597576573361412600
1	10000	0.1	715	1557138787158353e3
1	10000	0.2	715	49371032744695224
1	10000	0.4	715	138718995123486530
2	1000	0.1	715	2220684573790556e3
2	1000	0.2	715	1639856192896637700
2	1000	0.4	715	2238966134313163800
2	10000	0.1	715	850040727478976900
2	10000	0.2	715	2049917344016580900
2	10000	0.4	715	1282011853099040800
4	1000	0.1	715	429260502021426560
4	1000	0.2	715	2.0376210891876639e+18
4	1000	0.4	715	468778787810352260
4	10000	0.1	715	580301781751221400
4	10000	0.2	715	1614278082557676500
4	10000	0.4	715	887640092707874800
0.5	1000	0.1	716	1043284903166724e3
0.5	1000	0.2	716	78847730607536510
0.5	1000	0.4	716	975367847152831e3
0.5	10000	0.1	716	470570893093202500
0.5	10000	0.2	716	147486061317044960
0.5	10000	0.4	716	1897467017802952200
1	1000	0.1	716	1374618366417630200
1	1000	0.2	716	940090022689029500
1	1000	0.4	716	64261437048301690
1	10000	0.1	716	231984400720119520
1	10000	0.2	716	1885359672617816300
1	10000	0.4	716	1095162956268129e3
2	1000	0.1	716	503891592391141800
2	1000	0.2	716	1928931047854805500
2	1000	0.4	716	45709353042996070
2	10000	0.1	716	1568067538473393e3
2	10000	0.2	716	1227574162883332600
2	10000	0.4	716	1823332400660285400
4	1000	0.1	716	942855836500651100
4	1000	0.2	716	2195192619283235600
4	1000	0.4	716	1310123274155855600
4	10000	0.1	716	1414119796902180900
4	10000	0.2	716	1082118016836260400
4	10000	0.4	716	498052188704862850
0.5	1000	0.1	717	311687507228072400
0.5	1000	0.2	717	218678406729282100
0.5	1000	0.4	717	2234699517182408e3
0.5	10000	0.1	717	599815478846928800
0.5	10000	0.2	717	1002741199654159400
0.5	10000	0.4	717	579365366634320600
1	1000	0.1	717	245093529978658140
1	1000	0.2	717	853885469906426900
1	1000	0.4	717	2195435769329659100
1	10000	0.1	717	1419192771272894500
1	10000	0.2	717	847237553707895e3
1	10000	0.4	717	1862289279565122e3
2	1000	0.1	717	1170369238661324300
2	1000	0.2	717	1592614818150936e3
2	1000	0.4	717	42049294565776750
2	10000	0.1	717	1704147783978833400
2	10000	0.2	717	529946267581463700
2	10000	0.4	717	232095914635745600
4	1000	0.1	717	569283722315476160
4	1000	0.2	717	524761205571299840
4	1000	0.4	717	457395045343031900
4	10000	0.1	717	2051231428159045600
4	10000	0.2	717	957121577030929500
4	10000	0.4	717	496446251338427900
0.5	1000	0.1	718	1481322059973549e3
0.5	1000	0.2	718	167044737820375e4
0.5	1000	0.4	718	626439795317104900
0.5	10000	0.1	718	1418135126379341e3
0.5	10000	0.2	718	2068626557448588500
0.5	10000	0.4	718	320180089885762900
1	1000	0.1	718	930618371809133400
1	1000	0.2	718	1777666580549258e3
1	1000	0.4	718	227008924499522300
1	10000	0.1	718	1101874105043845600
1	10000	0.2	718	649975585435971700
1	10000	0.4	718	1057232554150943500
2	1000	0.1	718	1190979859585505800
2	1000	0.2	718	1376142276195813400
2	1000	0.4	718	1479099902079193600
2	10000	0.1	718	641741389180806900
2	10000	0.2	718	1807732882080819e3
2	10000	0.4	718	549139157767990100
4	1000	0.1	718	2112873339761086700
4	1000	0.2	718	1011998233675358100
4	1000	0.4	718	77787542265085e4
4	10000	0.1	718	333375246933905300
4	10000	0.2	718	1221054837775582500
4	10000	0.4	718	1509245987118075400
0.5	1000	0.1	719	94557808427565730
0.5	1000	0.2	719	805370862333585e3
0.5	1000	0.4	719	1610747222114598700
0.5	10000	0.1	719	658219500229777800
0.5	10000	0.2	719	296376102261776100
0.5	10000	0.4	719	1138963384935829800
1	1000	0.1	719	185251439656675140
1	1000	0.2	719	1012836686442351900
1	1000	0.4	719	81998497514650960
1	10000	0.1	719	953820905352269400
1	10000	0.2	719	856004719397887500
1	10000	0.4	719	1002564811156543400
2	1000	0.1	719	1920111594878773800
2	1000	0.2	719	1945525088614219300
2	1000	0.4	719	1629780007136027e3
2	10000	0.1	719	1990900411820307200
2	10000	0.2	719	200122838748749600
2	10000	0.4	719	1465005340900519e3
4	1000	0.1	719	366044707614197e3
4	1000	0.2	719	1170598254395675400
4	1000	0.4	719	465271065796069200
4	10000	0.1	719	712988583906127500
4	10000	0.2	719	2126860506085333500
4	10000	0.4	719	1350354997855068200
0.5	1000	0.1	720	317686979229709900
0.5	1000	0.2	720	1172723907802485500
0.5	1000	0.4	720	2305198114811598300
0.5	10000	0.1	720	932105882798789400
0.5	10000	0.2	720	970958599676858200
0.5	10000	0.4	720	1792255806290118100
1	1000	0.1	720	253868808275774080
1	1000	0.2	720	192545484792009900
1	1000	0.4	720	446923654314771140
1	10000	0.1	720	130401737524083730
1	10000	0.2	720	1912004712623817700
1	10000	0.4	720	1384155992466646e3
2	1000	0.1	720	741029042995927800
2	1000	0.2	720	23602955433314040
2	1000	0.4	720	141445850162884e3
2	10000	0.1	720	161257715036463400
2	10000	0.2	720	2064627723433369300
2	10000	0.4	720	1058030658359837700
4	1000	0.1	720	4.8738011231099437e+17
4	1000	0.2	720	977054293189917400
4	1000	0.4	720	907461007882607700
4	10000	0.1	720	920438787929032300
4	10000	0.2	720	891039618408399500
4	10000	0.4	720	1328872293302244e3
0.5	1000	0.1	721	1025885959512115700
0.5	1000	0.2	721	1046483182317509200
0.5	1000	0.4	721	257774461143982500
0.5	10000	0.1	721	1463503533209686e3
0.5	10000	0.2	721	71654256790283464
0.5	10000	0.4	721	1231124959120532700
1	1000	0.1	721	958883154106333400
1	1000	0.2	721	1967284860418769400
1	1000	0.4	721	981795068451057e3
1	10000	0.1	721	1937657463422248e3
1	10000	0.2	721	1500638993437484e3
1	10000	0.4	721	396946388203235650
2	1000	0.1	721	1068306281802956800
2	1000	0.2	721	581280144946796300
2	1000	0.4	721	1889174585492753e3
2	10000	0.1	721	652217527623818600
2	10000	0.2	721	630178967973738200
2	10000	0.4	721	253031406602475200
4	1000	0.1	721	1193148091875501800
4	1000	0.2	721	722917922753674400
4	1000	0.4	721	1252132436696923e3
4	10000	0.1	721	1494448154068868900
4	10000	0.2	721	406189226336950100
4	10000	0.4	721	1151923930622434300
0.5	1000	0.1	722	1589729422632133600
0.5	1000	0.2	722	226525586724010500
0.5	1000	0.4	722	75134503251741710
0.5	10000	0.1	722	1913532832348627e3
0.5	10000	0.2	722	2160486863338392300
0.5	10000	0.4	722	450817381991344100
1	1000	0.1	722	1585164889287595300
1	1000	0.2	722	498877002588688900
1	1000	0.4	722	666184633340728200
1	10000	0.1	722	407080853952231400
1	10000	0.2	722	517892762496107460
1	10000	0.4	722	1281600936625012700
2	1000	0.1	722	1281497872730155e3
2	1000	0.2	722	837852405559005700
2	1000	0.4	722	1829783242523206700
2	10000	0.1	722	1739225554456683300
2	10000	0.2	722	356746157518468540
2	10000	0.4	722	949361447439404200
4	1000	0.1	722	374288248420207500
4	1000	0.2	722	197406715852860350
4	1000	0.4	722	1587185110929929200
4	10000	0.1	722	2001664875296730600
4	10000	0.2	722	1253647685337858800
4	10000	0.4	722	523744226486550200
0.5	1000	0.1	723	1116406939853566e3
0.5	1000	0.2	723	1331143282718989300
0.5	1000	0.4	723	636084303842609700
0.5	10000	0.1	723	620394136838981e3
0.5	10000	0.2	723	806454563248349200
0.5	10000	0.4	723	726495943553292300
1	1000	0.1	723	986233528558100700
1	1000	0.2	723	20724854287703368
1	1000	0.4	723	569588125880611900
1	10000	0.1	723	1333351196580467700
1	10000	0.2	723	1245234332118005800
1	10000	0.4	723	1858161592025337300
2	1000	0.1	723	309624184655268740
2	1000	0.2	723	1778538511046479e3
2	1000	0.4	723	1513805717072836900
2	10000	0.1	723	1909079755025090600
2	10000	0.2	723	453390805220389200
2	10000	0.4	723	1780583629201210600
4	1000	0.1	723	881883249630426600
4	1000	0.2	723	65320445383853050
4	1000	0.4	723	214109564956856670
4	10000	0.1	723	1347823492671017500
4	10000	0.2	723	1700646911635018500
4	10000	0.4	723	53240972472668576
0.5	1000	0.1	724	1227102852208661200
0.5	1000	0.2	724	896459966978090800
0.5	1000	0.4	724	9.3291277788203994e+17
0.5	10000	0.1	724	1150077702035661300
0.5	10000	0.2	724	132072767715418340
0.5	10000	0.4	724	967852556273099100
1	1000	0.1	724	1264995231665394700
1	1000	0.2	724	1154011665787424300
1	1000	0.4	724	207522015737729e4
1	10000	0.1	724	1862224562672676400
1	10000	0.2	724	1855343088662864400
1	10000	0.4	724	1144410504490459600
2	1000	0.1	724	2042323488627188200
2	1000	0.2	724	27387674304619156
2	1000	0.4	724	495364033860232400
2	10000	0.1	724	105825777991197970
2	10000	0.2	724	961658528158891100
2	10000	0.4	724	1193285394179928300
4	1000	0.1	724	2192967957988843300
4	1000	0.2	724	1403736496653048800
4	1000	0.4	724	987518337143440300
4	10000	0.1	724	490201195690942340
4	10000	0.2	724	1400527337643621600
4	10000	0.4	724	1797677475610043100
0.5	1000	0.1	725	195532365390454e4
0.5	1000	0.2	725	922230047305845100
0.5	1000	0.4	725	555208164969857540
0.5	10000	0.1	725	537876334610447740
0.5	10000	0.2	725	1.0726653518783439e+18
0.5	10000	0.4	725	316724351162922500
1	1000	0.1	725	959833985329262600
1	1000	0.2	725	2214922072517381400
1	1000	0.4	725	1800533584111047400
1	10000	0.1	725	1997248131065462e3
1	10000	0.2	725	1946810867003214300
1	10000	0.4	725	556230812872934850
2	1000	0.1	725	405820925180341500
2	1000	0.2	725	232202962408345120
2	1000	0.4	725	1636861794492320300
2	10000	0.1	725	1.7891809693611039e+18
2	10000	0.2	725	2173858012718369300
2	10000	0.4	725	2109930849306511400
4	1000	0.1	725	461063744944143800
4	1000	0.2	725	1180595432798363400
4	1000	0.4	725	1674858705464262100
4	10000	0.1	725	2073501676293449e3
4	10000	0.2	725	661463673037507600
4	10000	0.4	725	551044379525367500
0.5	1000	0.1	726	625662407692475e3
0.5	1000	0.2	726	1251236454955059200
0.5	1000	0.4	726	1396943730087677700
0.5	10000	0.1	726	846195994323367600
0.5	10000	0.2	726	805805055561867800
0.5	10000	0.4	726	950686909126794900
1	1000	0.1	726	230920723469509600
1	1000	0.2	726	123759991797320220
1	1000	0.4	726	734351579748633300
1	10000	0.1	726	518708641054220600
1	10000	0.2	726	531412520352712060
1	10000	0.4	726	1624753474690943700
2	1000	0.1	726	2125622210673962e3
2	1000	0.2	726	1743137402766187e3
2	1000	0.4	726	1592941538451225e3
2	10000	0.1	726	978156617357195e3
2	10000	0.2	726	1712802597535135200
2	10000	0.4	726	885697216176844700
4	1000	0.1	726	1519202562023019800
4	1000	0.2	726	659898139727528300
4	1000	0.4	726	718716570142238100
4	10000	0.1	726	115902566383466140
4	10000	0.2	726	1686148820721082400
4	10000	0.4	726	1194825470427546600
0.5	1000	0.1	727	1988367267460280800
0.5	1000	0.2	727	1845821839672337700
0.5	1000	0.4	727	200864600327047800
0.5	10000	0.1	727	559991462921902800
0.5	10000	0.2	727	323896842530176450
0.5	10000	0.4	727	1554611956571673600
1	1000	0.1	727	1103467790352302300
1	1000	0.2	727	1639306179300029700
1	1000	0.4	727	141856310452721140
1	10000	0.1	727	305800016513580700
1	10000	0.2	727	83063364291061730
1	10000	0.4	727	1395623674568903400
2	1000	0.1	727	149440427298873920
2	1000	0.2	727	1953456548291633700
2	1000	0.4	727	1164581772221013800
2	10000	0.1	727	1913787016524581400
2	10000	0.2	727	706480843503631900
2	10000	0.4	727	1078829374201885400
4	1000	0.1	727	2075896832008048600
4	1000	0.2	727	845486683571907300
4	1000	0.4	727	932213522471303200
4	10000	0.1	727	1169969597212798700
4	10000	0.2	727	1.2455402116577439e+18
4	10000	0.4	727	2093157630628152600
0.5	1000	0.1	728	958072950865505200
0.5	1000	0.2	728	2178177538035036400
0.5	1000	0.4	728	783700762959307300
0.5	10000	0.1	728	270133662032468480
0.5	10000	0.2	728	180108900105907e4
0.5	10000	0.4	728	1496427187629256200
1	1000	0.1	728	616592186703948900
1	1000	0.2	728	1674168880964184600
1	1000	0.4	728	1170251930515079200
1	10000	0.1	728	196641024953065060
1	10000	0.2	728	141504735260205710
1	10000	0.4	728	123783613165739680
2	1000	0.1	728	880972354023548900
2	1000	0.2	728	1654224966796025300
2	1000	0.4	728	1361096832928254500
2	10000	0.1	728	893533434261495e3
2	10000	0.2	728	2031519663048078300
2	10000	0.4	728	1980293186343188500
4	1000	0.1	728	2279817614251519700
4	1000	0.2	728	1214147664381167600
4	1000	0.4	728	458172849293061440
4	10000	0.1	728	489426476235694200
4	10000	0.2	728	1917065847239452400
4	10000	0.4	728	600477112391126100
0.5	1000	0.1	729	1711172540661531e3
0.5	1000	0.2	729	93826543989826370
0.5	1000	0.4	729	2086545239281226e3
0.5	10000	0.1	729	465443427454437700
0.5	10000	0.2	729	1014213805219589400
0.5	10000	0.4	729	2047157818489092600
1	1000	0.1	729	2065352609006103e3
1	1000	0.2	729	49054500316096320
1	1000	0.4	729	43502936352387160
1	10000	0.1	729	61123403402579640
1	10000	0.2	729	2059244069841487400
1	10000	0.4	729	2191726981259891500
2	1000	0.1	729	1443951349610891500
2	1000	0.2	729	1284274447348190500
2	1000	0.4	729	2302572725590410800
2	10000	0.1	729	1165487016609302500
2	10000	0.2	729	188927856293886140
2	10000	0.4	729	313151607429691200
4	1000	0.1	729	73857721301852740
4	1000	0.2	729	90934596661558608
4	1000	0.4	729	784227376724737200
4	10000	0.1	729	1071030854268797400
4	10000	0.2	729	36760881183513e4
4	10000	0.4	729	2197783541835009e3
0.5	1000	0.1	730	1597524600982094300
0.5	1000	0.2	730	491701708232297100
0.5	1000	0.4	730	2090545391846562800
0.5	10000	0.1	730	1058354851113418800
0.5	10000	0.2	730	1555886833475675100
0.5	10000	0.4	730	2204896498652705300
1	1000	0.1	730	737562160979306800
1	1000	0.2	730	400916105881449900
1	1000	0.4	730	1302554489837918200
1	10000	0.1	730	1846516070987886e3
1	10000	0.2	730	1610185558058402600
1	10000	0.4	730	730764231628400500
2	1000	0.1	730	341889787279666750
2	1000	0.2	730	727095223878326700
2	1000	0.4	730	183212687386408500
2	10000	0.1	730	808036179202186600
2	10000	0.2	730	1270053103913556700
2	10000	0.4	730	685933934777735400
4	1000	0.1	730	1646992280990359300
4	1000	0.2	730	1507291859844980700
4	1000	0.4	730	1441026434456507400
4	10000	0.1	730	1861011857612368400
4	10000	0.2	730	37024871735701530
4	10000	0.4	730	1393845306439867400
0.5	1000	0.1	731	1032995772394078800
0.5	1000	0.2	731	2292693180848082400
0.5	1000	0.4	731	711160370521735700
0.5	10000	0.1	731	1554636740385064700
0.5	10000	0.2	731	1856071945969004800
0.5	10000	0.4	731	524434603325512450
1	1000	0.1	731	201660214055280600
1	1000	0.2	731	1313070601102916e3
1	1000	0.4	731	545962159220384100
1	10000	0.1	731	2046655385081092e3
1	10000	0.2	731	2083886976149817300
1	10000	0.4	731	1.6256672056687078e+17
2	1000	0.1	731	3.8561336442526477e+17
2	1000	0.2	731	1533680194357857800
2	1000	0.4	731	87335180504855550
2	10000	0.1	731	2300596197944593e3
2	10000	0.2	731	602568672986275100
2	10000	0.4	731	112811280471675540
4	1000	0.1	731	2039097229671291400
4	1000	0.2	731	946934786988753900
4	1000	0.4	731	1431459475039698700
4	10000	0.1	731	1610753780865610500
4	10000	0.2	731	1021025150840547600
4	10000	0.4	731	1178475817014661600
0.5	1000	0.1	732	179173752452259360
0.5	1000	0.2	732	1825717660175009300
0.5	1000	0.4	732	754403031542387500
0.5	10000	0.1	732	2106722661190176e3
0.5	10000	0.2	732	200666178157736930
0.5	10000	0.4	732	261787593611898720
1	1000	0.1	732	1611508781585062100
1	1000	0.2	732	1808498144233348900
1	1000	0.4	732	1767667460154132500
1	10000	0.1	732	1498488479772223700
1	10000	0.2	732	1481184522342417e3
1	10000	0.4	732	1029674614422851600
2	1000	0.1	732	379394208724320900
2	1000	0.2	732	1809433358031446e3
2	1000	0.4	732	1112751376245104900
2	10000	0.1	732	576084809273575940
2	10000	0.2	732	917041215693455e3
2	10000	0.4	732	37965466822205910
4	1000	0.1	732	2139960229844266e3
4	1000	0.2	732	1966831873242246100
4	1000	0.4	732	1263752821160939300
4	10000	0.1	732	1031015375849985500
4	10000	0.2	732	1200470233586373e3
4	10000	0.4	732	117048453976788100
0.5	1000	0.1	733	897065618741006800
0.5	1000	0.2	733	177374930346696830
0.5	1000	0.4	733	882486314438256500
0.5	10000	0.1	733	2130425723393373400
0.5	10000	0.2	733	1909387141675504600
0.5	10000	0.4	733	323812869457896260
1	1000	0.1	733	1844271406353469200
1	1000	0.2	733	1668431117499157500
1	1000	0.4	733	1234768985057373400
1	10000	0.1	733	282079277025062850
1	10000	0.2	733	2041901407920117500
1	10000	0.4	733	340888292348193700
2	1000	0.1	733	4.4920050054398797e+17
2	1000	0.2	733	1410564982596914700
2	1000	0.4	733	900506020451717200
2	10000	0.1	733	291754894302454100
2	10000	0.2	733	926880688791678800
2	10000	0.4	733	1988436176827474200
4	1000	0.1	733	932504940304457600
4	1000	0.2	733	197551656546661500
4	1000	0.4	733	1824198903618304500
4	10000	0.1	733	174153336633464200
4	10000	0.2	733	2.6345946693695318e+17
4	10000	0.4	733	683607679623571200
0.5	1000	0.1	734	1706376102363325700
0.5	1000	0.2	734	1608379605043980800
0.5	1000	0.4	734	1111129919147636200
0.5	10000	0.1	734	1665302918556422100
0.5	10000	0.2	734	1086797859017304300
0.5	10000	0.4	734	626478321661764100
1	1000	0.1	734	2212941392310909700
1	1000	0.2	734	1145192221460186100
